date,Ticker,open,high,low,close,adj_close,volume,ret,return,ma20,ma50,vol20,updated_at,request_id,export_timestamp
2024-01-16,GOOGL,142.0,144.35000610351562,141.4499969482422,142.49000549316406,141.6405487060547,22670500,,,,,,2025-08-19T01:01:41.510069+00:00,20250818_210140_GOOGL_20240115_20240120,2025-08-18T21:01:41.535806
2024-01-17,GOOGL,141.35000610351562,141.83999633789062,138.89999389648438,141.47000122070312,140.6266326904297,20968600,-0.007158426788816952,-0.007158426788816952,,,,2025-08-19T01:01:41.510069+00:00,20250818_210140_GOOGL_20240115_20240120,2025-08-18T21:01:41.535806
2024-01-18,GOOGL,142.0500030517578,144.2100067138672,141.99000549316406,143.47999572753906,142.62461853027344,25746400,0.01420792033287821,0.01420792033287821,,,,2025-08-19T01:01:41.510069+00:00,20250818_210140_GOOGL_20240115_20240120,2025-08-18T21:01:41.535806
2024-01-19,GOOGL,144.74000549316406,146.4499969482422,144.3800048828125,146.3800048828125,145.50735473632812,34271900,0.020211940630249225,0.020211940630249225,,,,2025-08-19T01:01:41.510069+00:00,20250818_210140_GOOGL_20240115_20240120,2025-08-18T21:01:41.535806
